Logs
NovoProp:Marcelo,778847931,778847931@gmail.com,Vale da Laranja
NovoProp:Aleixa,621541513,621541513@gmail.com,Guarda Nova
NovoProp:Marcolina,144865463,144865463@gmail.com,Quinta da Picota
NovoProp:Adruzilo,187361163,187361163@gmail.com,Rival
NovoProp:Reinamor,975671921,975671921@gmail.com,Vale das Lobas
NovoProp:Adalberto,429774864,429774864@gmail.com,Foros de Amora
NovoProp:Ildo,187664617,187664617@gmail.com,Serrado de Sao Lourenco
NovoProp:Gusmao,232914262,232914262@gmail.com,Toril
NovoProp:Arcelino,142867255,142867255@gmail.com,Quintas da Lageosa
NovoProp:Drusila,589511992,589511992@gmail.com,Oucias
NovoProp:Giana,873529779,873529779@gmail.com,Ponte da Assamaca
NovoProp:Hermes,136483567,136483567@gmail.com,Contumil
NovoProp:Graciliana,576445815,576445815@gmail.com,Sao Joao
NovoProp:Alcides,224248413,224248413@gmail.com,Tira Baixo
NovoProp:Salustiano,343513767,343513767@gmail.com,Serra do Pinheiro
NovoProp:Valter,659833162,659833162@gmail.com,Ventoso
NovoProp:Leticia,362973782,362973782@gmail.com,Horta da Junca
NovoProp:Felicia,418119439,418119439@gmail.com,Vilarejo
NovoProp:kevin,857536152,857536152@gmail.com,Maceda
NovoProp:Octavio,529532757,529532757@gmail.com,Fonte Oleiro
NovoProp:Wersun,119385118,119385118@gmail.com,Agilde
NovoProp:Gervasia,655693546,655693546@gmail.com,Nadais de Baixo
NovoProp:Cristofe,767773994,767773994@gmail.com,Garfe
NovoProp:iddy,821786442,821786442@gmail.com,Ninho de aguia
NovoProp:Norberto,869137412,869137412@gmail.com,Arrabalde de Sao Lazaro
NovoProp:Higina,157366618,157366618@gmail.com,Pinduradouro
NovoProp:Lidia,729887267,729887267@gmail.com,Talho
NovoProp:Gastao,266756435,266756435@gmail.com,Outeiro da Rocha
NovoProp:Gracio,568353331,568353331@gmail.com,Fontao Covo
NovoProp:Baqui,191886185,191886185@gmail.com,Terras Largas
NovoProp:Helvia,189855287,189855287@gmail.com,Rapadoura
NovoProp:Luamar,259646611,259646611@gmail.com,Refoios
NovoProp:Especiosa,869433527,869433527@gmail.com,Casal Nogueira
NovoProp:Diogo,317761433,317761433@gmail.com,Ervilhais
NovoProp:Barcino,584459142,584459142@gmail.com,Ribeira do Seissal
NovoProp:Benjamim,911216285,911216285@gmail.com,Giesteira
NovoProp:Laurina,479598938,479598938@gmail.com,Monte Estoril
NovoProp:Hildegarda,742243419,742243419@gmail.com,Portela dos Bezerrins
NovoProp:Eric,158432748,158432748@gmail.com,Gateande
NovoProp:Cleodice,681475849,681475849@gmail.com,Prazeres
NovoProp:Lorina,455363575,455363575@gmail.com,Cincadilha Nova
NovoProp:Vilmar,673561658,673561658@gmail.com,Gabrieis de Cima
NovoProp:Durvalina,959891777,959891777@gmail.com,Santinha
NovoProp:Elisabeth,574345278,574345278@gmail.com,Cima de Baixo
NovoProp:Alita,984479173,984479173@gmail.com,Alto da Corda
NovoProp:Catilina,715519252,715519252@gmail.com,Venda Fria
NovoProp:Candice,651635515,651635515@gmail.com,Painzela
NovoProp:Benjamim,688945385,688945385@gmail.com,Ribeira de Moes
NovoProp:Queli,229916127,229916127@gmail.com,Casal Aranha
NovoProp:Rosa,484247231,484247231@gmail.com,Poeiro
NovoProp:Vicente,648916541,648916541@gmail.com,Argemil
NovoProp:Dorine,285138882,285138882@gmail.com,Courela da Igreja
NovoProp:Jasao,757119262,757119262@gmail.com,Manscos
NovoProp:Crisanta,946576558,946576558@gmail.com,Selada Cova
NovoProp:Gomes,218559913,218559913@gmail.com,Zona Industrial Monte Cavalo
NovoProp:Leo,959165137,959165137@gmail.com,Espelhaco
NovoProp:Pepio,573322163,573322163@gmail.com,Alto Senhora da Graca
NovoProp:Licinio,771224518,771224518@gmail.com,Casal do Pereiro
NovoProp:Sivio,484557441,484557441@gmail.com,Til
NovoProp:Gisete,671172736,671172736@gmail.com,Hombres
NovoProp:Salima,159586973,159586973@gmail.com,Alvelhe
NovoProp:Simaura,478654294,478654294@gmail.com,Sobreiro Torto
NovoProp:Amor,386651255,386651255@gmail.com,Polide
NovoProp:Candice,695598396,695598396@gmail.com,Metoldos
NovoProp:Quar,678975821,678975821@gmail.com,Grada
NovoProp:Reinamor,592653424,592653424@gmail.com,Amiar
NovoProp:Berto,156379286,156379286@gmail.com,Aldeia Sande
NovoProp:Salemo,286244144,286244144@gmail.com,Bounilo
NovoProp:Anania,484637523,484637523@gmail.com,Montouro
NovoProp:Guislena,682493864,682493864@gmail.com,Quinta dos Olhos Bolidos
NovoProp:Rita,498745672,498745672@gmail.com,Casais do Bom Nome
NovoProp:Arinda,878714576,878714576@gmail.com,Matagosinha
NovoProp:Antonia,767983112,767983112@gmail.com,Machio de Cima
NovoProp:aureo,295149364,295149364@gmail.com,Barreira de agua
NovoProp:Sandra,739533914,739533914@gmail.com,Quinta da Terra Feita
NovoProp:Herlander,567766425,567766425@gmail.com,Paredes do Rio
NovoProp:Ciria,295932391,295932391@gmail.com,Casal do Marco
NovoProp:Savio,783221463,783221463@gmail.com,Vargos
NovoProp:Loreta,941271624,941271624@gmail.com,Tasnal
NovoProp:Caia,873291198,873291198@gmail.com,Monte do Abadinho de Cima
NovoProp:Vianei,291978263,291978263@gmail.com,Monte Carapetal
NovoProp:Jo,293798225,293798225@gmail.com,Moreira de Baixo
NovoProp:Florentino,563234352,563234352@gmail.com,Venestal
NovoProp:Alano,368441853,368441853@gmail.com,Beiros
NovoProp:Alexandre,781641324,781641324@gmail.com,Antoes D'Alem
NovoProp:Jaqueline,477669596,477669596@gmail.com,Monte Tisnada
NovoProp:Salviano,126753417,126753417@gmail.com,Antigo
NovoProp:Jezabel,673949121,673949121@gmail.com,Choca Queimada
NovoProp:Silvestre,469464267,469464267@gmail.com,Bajouca de Baixo
NovoProp:Dacio,773969377,773969377@gmail.com,Bairro Sao Paulo
NovoProp:Aselio,638626351,638626351@gmail.com,Cabeco do Areeiro
NovoProp:Sandrino,575527679,575527679@gmail.com,Vale Navio
NovoProp:Salima,466676574,466676574@gmail.com,Ameixas
NovoProp:Isaque,318816368,318816368@gmail.com,Vila Nova de Sao Felix
NovoProp:Irineu,871526645,871526645@gmail.com,Churreira
NovoProp:Leoberto,474453957,474453957@gmail.com,Soberanas do Pinheiro
NovoProp:Blandina,245221972,245221972@gmail.com,Monte do Cascalho
NovoProp:Rudi,575741153,575741153@gmail.com,Portela de Ribas
NovoProp:Valeria,581355633,581355633@gmail.com,Pedra de Baixo
NovoProp:Ilundi,247228636,247228636@gmail.com,Casal do Brejo
NovoProp:Bartolomeu,841628351,841628351@gmail.com,Orjas
NovoProp:Marta,621664246,621664246@gmail.com,Costa de agua
NovoProp:Noah,678932176,678932176@gmail.com,Sardoeira
NovoProp:Guadalupe,239628255,239628255@gmail.com,Regouga de Cima
NovoProp:Gioconda,431717458,431717458@gmail.com,Cem
NovoProp:Silvestre,869522454,869522454@gmail.com,Cabecas
NovoProp:Angelica,335978858,335978858@gmail.com,Faia
NovoProp:Quiliano,875955454,875955454@gmail.com,Picassinos
NovoProp:Piedade,335877757,335877757@gmail.com,Quinta do o
NovoProp:Janai,239279343,239279343@gmail.com,Canto da Socha
NovoProp:Cristiana,629115932,629115932@gmail.com,Cabo Espichel
NovoProp:Leomenia,791836718,791836718@gmail.com,Boiao
NovoProp:Almira,997828128,997828128@gmail.com,Samoqueiro
NovoProp:atina,615471627,615471627@gmail.com,Macela
NovoProp:Hilaria,566944811,566944811@gmail.com,Asseca (Santo Estevao)
NovoProp:Yolanda,638758856,638758856@gmail.com,Mouta
NovoProp:Fani,533599813,533599813@gmail.com,Arco de Sao Jorge
NovoProp:Ursicino,412149214,412149214@gmail.com,Cabacos
NovoProp:Armandino,372445212,372445212@gmail.com,Monte da Cartacheira
NovoProp:Analia,942189862,942189862@gmail.com,Soito
NovoProp:Idavide,381827254,381827254@gmail.com,Roussa de Baixo
NovoProp:Palmiro,727623772,727623772@gmail.com,Casal Sequeiro
NovoProp:Auriana,421195879,421195879@gmail.com,Outeiro Alto
NovoProp:Piedade,924752385,924752385@gmail.com,Casa Nova das Varzeas
NovoProp:Leonidia,726657485,726657485@gmail.com,Escoral
NovoProp:Dionisio,862548799,862548799@gmail.com,Aparicos
NovoProp:Carisa,129552237,129552237@gmail.com,Gosende
NovoProp:Gerberta,189853842,189853842@gmail.com,Galvoeira
NovoProp:Castelino,317455775,317455775@gmail.com,Estradinha Nova
NovoProp:Ariosto,361537456,361537456@gmail.com,Masmorra
NovoProp:Juvenal,935494691,935494691@gmail.com,Porteladia
NovoProp:Isadora,257676823,257676823@gmail.com,Vale Tojal
NovoProp:Joelma,785634268,785634268@gmail.com,Outeiro Mouros
NovoProp:Lumena,975349327,975349327@gmail.com,Horta do Costa
NovoProp:Rossana,979614746,979614746@gmail.com,Herdade das Tesas
NovoProp:Daniana,954328488,954328488@gmail.com,Vilar Seco
NovoProp:Andreo,692789793,692789793@gmail.com,Porto Coelheiro
NovoProp:Cordelia,929841647,929841647@gmail.com,Monchite
NovoProp:Sadi,261935338,261935338@gmail.com,Quinta das Aranhas
NovoProp:Bento,259389725,259389725@gmail.com,Monte Soito
NovoProp:Ari,268944759,268944759@gmail.com,Cruzinhas
NovoProp:Morgana,637192319,637192319@gmail.com,Lapao
NovoProp:Duilio,242761964,242761964@gmail.com,Moitas
NovoProp:Anaide,944292938,944292938@gmail.com,Lobo Joanes
NovoProp:Gustavo,981228814,981228814@gmail.com,Cerro Enho
NovoProp:Alica,489858453,489858453@gmail.com,Cacapedro
NovoProp:alison,775379252,775379252@gmail.com,Gesteira de Baixo
NovoProp:Viriato,798433271,798433271@gmail.com,Abrecovo
NovoProp:Bitia,272444969,272444969@gmail.com,Lezirias
NovoProp:Artemisa,635258171,635258171@gmail.com,Verdelhos
NovoProp:Antonina,483126528,483126528@gmail.com,Covanca
NovoProp:Rebeca,657118242,657118242@gmail.com,Valinha
NovoProp:Luzio,268848341,268848341@gmail.com,Lavacolhos
NovoProp:Dioclecia,635691953,635691953@gmail.com,Pedome
NovoProp:Leontina,648924927,648924927@gmail.com,Mecas
NovoProp:Licidas,346823561,346823561@gmail.com,Quinta do Cruzeiro
NovoProp:Dirque,589728812,589728812@gmail.com,Sao Bento
NovoProp:Joselina,659285542,659285542@gmail.com,Fetais da Calheta
NovoProp:Luizete,638749139,638749139@gmail.com,Cabroeira do Meio
NovoProp:Surendralal,671787335,671787335@gmail.com,Saramagal
NovoProp:Zamy,696354464,696354464@gmail.com,Mencoca
NovoProp:Jania,555423644,555423644@gmail.com,Casal do Frade
NovoProp:Bernadete,395693935,395693935@gmail.com,Hortinha
NovoProp:Inga,548371593,548371593@gmail.com,Mera
NovoProp:Xenon,781431249,781431249@gmail.com,Casal dos Salgados
NovoProp:Ulfrida,985652298,985652298@gmail.com,Ester de Baixo
NovoProp:Sabina,846132383,846132383@gmail.com,Lobelhe do Mato
NovoProp:Jaques,249884554,249884554@gmail.com,Carnapete
NovoProp:Isaac,924742452,924742452@gmail.com,Couraca
NovoProp:Lisdalia,585271615,585271615@gmail.com,Herdade da Daroeira
NovoProp:Gabriela,562978414,562978414@gmail.com,Monte Foros Amieiro Incenso
NovoProp:Lenia,378625189,378625189@gmail.com,Serra Velha
NovoProp:Gaela,472558187,472558187@gmail.com,Quinta de Sao Gabriel
NovoProp:Clemencia,867788392,867788392@gmail.com,Chao de Espinho
NovoProp:Adriana,534974253,534974253@gmail.com,Carrais Covas
NovoProp:Jesus,862482233,862482233@gmail.com,Cova Sao Joao
NovoProp:Licinia,231588721,231588721@gmail.com,Gilmonde
NovoProp:Castelina,478146349,478146349@gmail.com,Quinta do Vale de Leite
NovoProp:Nelia,644495597,644495597@gmail.com,Monte do Poco
NovoProp:Laertes,571632268,571632268@gmail.com,Sao Pedro Rio Seco
NovoProp:Gersao,928852568,928852568@gmail.com,Casaltao
NovoProp:Ilidio,122651919,122651919@gmail.com,Rilhozes
NovoProp:Ari,199571412,199571412@gmail.com,Ferreira do Zezere
NovoProp:Leal,876974537,876974537@gmail.com,Quinta do Peru
NovoProp:Lila,736681865,736681865@gmail.com,Mirabes
NovoProp:Durvalino,156199224,156199224@gmail.com,Ponte do Robalo
NovoProp:Fabiano,227139177,227139177@gmail.com,Valezinhos
NovoProp:Manuela,922691452,922691452@gmail.com,Raiz
NovoProp:Hugo,424252466,424252466@gmail.com,Mouchao
NovoProp:Lussinga,192547142,192547142@gmail.com,Tapada da Murteira
NovoProp:Helder,965944836,965944836@gmail.com,Montengrao
NovoProp:Silverio,927786211,927786211@gmail.com,Sao Luis
NovoProp:Disa,749818477,749818477@gmail.com,Ribaldo
NovoProp:Marilda,314373563,314373563@gmail.com,Vale da Pedreira
NovoProp:Haroldo,242482749,242482749@gmail.com,Gravanco
NovoProp:Berengaria,488964114,488964114@gmail.com,Carvalheda
NovoProp:Leonora,188716493,188716493@gmail.com,Sao Martinho do Pinheiro
NovoProp:Aziz,554395488,554395488@gmail.com,Fonte Freixo
NovoProp:Francina,652785469,652785469@gmail.com,Gavinhos de Baixo
NovoProp:Jezabel,152755673,152755673@gmail.com,Pero Queimado
NovoCliente:Ramao Tercio Brito Anjos,397892712,397892712@gmail.com,Sao Joao de Tarouca,41.129837,-8.969023
NovoCliente:Josabete Sacramento Brito Lourenco,889482675,889482675@gmail.com,Lagoinha,37.266212,-9.004072
NovoCliente:Artemisa Cinara Mendes Loureiro,669872496,669872496@gmail.com,Carrazede,39.74078,-7.0430613
NovoCliente:Samira Heliodora Raposo Ribeiro,736235912,736235912@gmail.com,Laranjal,39.59647,-7.348138
NovoCliente:Chloe Lenia Cardoso Barbosa,861711637,861711637@gmail.com,Fontao Covo,37.417156,-7.534917
NovoCliente:Helier Dora Martins Abreu,454783475,454783475@gmail.com,Arneiro das Milharicas,39.521347,-8.29203
NovoCliente:Florentino Ascenso Maia Teixeira,743959568,743959568@gmail.com,Monte Pavoes,41.574093,-7.7710276
NovoCliente:Salvador Hildeberto Lima Barros,795466962,795466962@gmail.com,Casa da Vila,38.262848,-7.2431555
NovoCliente:Genciana Berto Freitas Fonseca,916618912,916618912@gmail.com,Cova Alta,37.113617,-7.784625
NovoCliente:Erico Edine Carvalho Rocha,544732282,544732282@gmail.com,Queijeirinha,40.264637,-7.2430696
NovoCliente:Delminda Jaque Amorim Batista,116393142,116393142@gmail.com,Palhais,38.943024,-7.1262474
NovoCliente:Penelope Aloisio Leal Andrade,549684139,549684139@gmail.com,Vale das Onegas,38.71119,-7.6308355
NovoCliente:Ursicino Herberta Machado Reis,418559124,418559124@gmail.com,Casalinho do Rio do Cravo,38.896976,-7.727319
NovoCliente:Urias Ilda Mendes Guerreiro,242353822,242353822@gmail.com,Esteval,41.068275,-9.26245
NovoCliente:Vivalda Demetria Campos Barros,641834374,641834374@gmail.com,Bolfiar,41.330845,-9.4222555
NovoCliente:Aderito Abraao Braga Guerreiro,988675293,988675293@gmail.com,Casal das Lajes,37.250465,-7.1012526
NovoCliente:Carita Cremilde Sousa Matias,323577699,323577699@gmail.com,Quinta da Talisca,38.29394,-8.497238
NovoCliente:Lusa Bryan Castro Antunes,812282531,812282531@gmail.com,Casal Bacelos,40.22078,-7.1360507
NovoCliente:Enrique Orestes Figueiredo Tavares,497843345,497843345@gmail.com,Portela Baixa,37.971596,-8.137867
NovoCliente:Evangelista Rute Martins Cruz,331292251,331292251@gmail.com,Vendas de Ceira,38.27386,-7.873475
NovoCliente:Zarco Josabete Domingues Pinto,558181892,558181892@gmail.com,Pala,38.839058,-7.952295
NovoCliente:Alberta Roberta Macedo Garcia,946531761,946531761@gmail.com,Casas de Alem,38.233665,-7.4469767
NovoCliente:Ermeria Ivanoel Nunes Martins,464397549,464397549@gmail.com,Lufinha,42.07013,-8.065893
NovoCliente:Evaldo Joaninha Reis Ramos,174667724,174667724@gmail.com,Carvalheda,38.127678,-8.098142
NovoCliente:Nelia Ianis Antunes Cruz,355676279,355676279@gmail.com,Toito,40.572857,-7.201916
NovoCliente:Eliseu Adriel Azevedo Borges,971932346,971932346@gmail.com,Monte dos Lentiscais,41.9116,-7.036791
NovoCliente:Eloa Selma Vaz Gaspar,231556667,231556667@gmail.com,Velhosez,39.01071,-8.275545
NovoCliente:Gloriosa Teofilo Antunes Fernandes,417173751,417173751@gmail.com,Cabeco da Senhora do Pranto,41.506943,-9.495115
NovoCliente:Elisabeta Holger Pinto Andrade,268491934,268491934@gmail.com,Lourical,38.607082,-7.6910768
NovoCliente:Clovis Hildeberta Neves Batista,184989386,184989386@gmail.com,Casas de Baixo,37.62776,-9.097546
NovoCliente:Crisalida Elias Mendes Andrade,798654533,798654533@gmail.com,Sao Joao de Rei,38.663433,-6.9428835
NovoCliente:Otilia Brandao Matos Martins,626245858,626245858@gmail.com,Santiais,37.099346,-8.977884
NovoCliente:Sali Halia Oliveira Lima,825756452,825756452@gmail.com,Casa Queimada,37.090652,-8.281897
NovoCliente:Elzo Salvina Carneiro Azevedo,279477171,279477171@gmail.com,Vidual de Baixo,39.815006,-8.289563
NovoCliente:Fabricia Armando Neto Leal,616695961,616695961@gmail.com,Relvas do Freixo,39.634274,-8.487153
NovoCliente:Irina Giovani Nascimento Pinheiro,179429755,179429755@gmail.com,Portela da Corcha,41.704296,-7.7925363
NovoCliente:Herman ursulo Santos Lima,428867827,428867827@gmail.com,Vilarinho do Souto,41.86658,-8.760344
NovoCliente:Digno Franclim Rodrigues Cunha,246224379,246224379@gmail.com,Monte Sesmarias,41.749832,-9.043716
NovoCliente:Nicolas Angelico Pinheiro Silva,837177529,837177529@gmail.com,Azurva,40.625942,-8.953077
NovoCliente:Tarsicio Alana Sousa Sa,117944152,117944152@gmail.com,Morraca,39.74665,-7.6851807
NovoCliente:Catia Anaim Araujo Loureiro,798783693,798783693@gmail.com,Orvida,38.80152,-7.4087133
NovoCliente:atina Leonora Antunes Campos,132841636,132841636@gmail.com,Falcao,38.974567,-9.423309
NovoCliente:Carlinda Eliseba Reis Jesus,727972599,727972599@gmail.com,Bairro das Pedras Negras,37.280556,-8.78359
NovoCliente:Dionilde Joselia Barbosa Valente,197399762,197399762@gmail.com,Outeiro Meao,38.12562,-8.574669
NovoCliente:Harolda Veronica Brito Machado,592537575,592537575@gmail.com,Feteiras,39.114223,-8.364959
NovoCliente:Raimundo Luz Reis Abreu,359744834,359744834@gmail.com,Casal Fonte Palheiro,37.467667,-8.966939
NovoCliente:Aldemar Guendolina Teixeira Soares,598334665,598334665@gmail.com,Freixiel,37.500668,-8.744007
NovoCliente:Girel oscar Soares Barbosa,883471446,883471446@gmail.com,Casal Moinho do Frade,38.343132,-9.121036
NovoCliente:Paula Delia Figueiredo Castro,398249423,398249423@gmail.com,Caminho do Moinho de Vento,41.857483,-9.016877
NovoCliente:Libia Carisia Amorim Araujo,797713481,797713481@gmail.com,Posmil,41.666958,-8.430875
NovoCliente:ulfilas Astride Cruz Goncalves,945939446,945939446@gmail.com,Pedreles,39.04598,-8.283284
NovoCliente:Tamar Timoteo Fernandes Matias,446863193,446863193@gmail.com,Casal da Venda,41.518295,-9.199366
NovoCliente:Jacobina Lineia Valente Garcia,138776281,138776281@gmail.com,Pedras da Cumieira,40.19733,-8.749505
NovoCliente:Cesario Filemon Ribeiro Lopes,676654839,676654839@gmail.com,Quinta do Cabaco,41.438198,-7.828164
NovoCliente:Susi Ascenso Macedo Fonseca,285784594,285784594@gmail.com,Povoa dos Tres,40.638283,-7.409192
NovoCliente:Julio Raul Barbosa Rodrigues,462465897,462465897@gmail.com,Monte Cilha,41.62233,-7.2655115
NovoCliente:Dulcinio Ilda Braga Ribeiro,855386976,855386976@gmail.com,Bairro Mariano,39.001568,-7.3431535
NovoCliente:Jordao Moacir Carvalho Pacheco,168724884,168724884@gmail.com,Bessada de Cima,40.411224,-7.2620115
NovoCliente:Soeiro Jocelina Maia Matos,858529615,858529615@gmail.com,Falfosa,42.1241,-9.101754
NovoCliente:erica Heredio Cruz Carneiro,221989871,221989871@gmail.com,Ferreira do Alentejo,37.84554,-7.269654
NovoCliente:Demeter Cesario Raposo Morais,236731379,236731379@gmail.com,Outeirinhos,38.525417,-9.204739
NovoCliente:Blandina Carol Esteves Esteves,111847666,111847666@gmail.com,Vale Avessada de Baixo,42.01349,-8.407404
NovoCliente:Filoteu Daniana Braga Barros,953714246,953714246@gmail.com,Fonte Valenca,39.90445,-7.4411573
NovoCliente:Hermiterio Ester Mendes Goncalves,468238999,468238999@gmail.com,Bolfiar,39.98251,-8.826215
NovoCliente:Leoncio Josefina Pinho Nunes,358369138,358369138@gmail.com,Porto do Carro,40.041126,-7.359255
NovoCliente:Joaquim Nicolau Monteiro Azevedo,933156895,933156895@gmail.com,Quinta das Pegas,41.524082,-7.3430853
NovoCliente:Laurentino Geraldino Carvalho Amaral,166324882,166324882@gmail.com,Casais,41.19448,-8.492373
